src,dst,channel,mean_rssi,pdr,tx_count,,,,,,,
22,15,21,-86.39,1,100,,,,,,,
22,6,21,-62.39,1,100,,,,,,,
22,31,21,-87.74,0.26,100,,,,,,,
22,47,21,-59.39,1,100,,,,,,,
22,30,21,-68.49,0.78,100,,,,,,,
22,19,21,-86.94,0.58,100,,,,,,,
22,2,21,-86.47,0.93,100,,,,,,,
22,21,21,-73.98,1,100,,,,,,,
22,26,21,-71.91,0.6,100,,,,,,,
22,1,21,-81.34,1,100,,,,,,,
22,14,21,-75.57,1,100,,,,,,,
22,5,21,-86.96,0.57,100,,,,,,,
23,3,21,-86.17,1,100,,,,,,,
23,4,21,-74.39,1,100,,,,,,,
23,9,21,-59.41,1,100,,,,,,,
23,32,21,-75.39,1,100,,,,,,,
24,21,21,-85.36,1,100,,,,,,,
24,15,21,-74.39,1,100,,,,,,,
24,4,21,-83.42,1,100,,,,,,,
24,27,21,-56.45,1,100,,,,,,,
24,2,21,-75.85,1,100,,,,,,,
24,9,21,-86.39,1,100,,,,,,,
24,3,21,-56.39,1,100,,,,,,,
24,32,21,-74.52,1,100,,,,,,,
25,39,21,-74.47,1,100,,,,,,,
25,29,21,-56.96,1,100,,,,,,,
25,38,21,-86.4,0.99,100,,,,,,,
25,10,21,-73.47,1,100,,,,,,,
25,8,21,-82.03,1,100,,,,,,,
25,36,21,-72.1,1,100,,,,,,,
26,14,21,-87.03,0.53,100,,,,,,,
26,16,21,-87.03,0.53,100,,,,,,,
26,22,21,-71.45,1,100,,,,,,,
26,5,21,-78.87,1,100,,,,,,,
26,1,21,-60.43,1,100,,,,,,,
26,31,21,-77.32,1,100,,,,,,,
26,21,21,-86.02,0.99,100,,,,,,,
26,30,21,-76.44,0.54,100,,,,,,,
26,19,21,-83.52,0.54,100,,,,,,,
26,46,21,-62.85,1,100,,,,,,,
26,6,21,-87.07,0.51,100,,,,,,,
26,47,21,-73.57,1,100,,,,,,,
27,47,21,-86.81,0.66,100,,,,,,,
27,24,21,-57.64,1,100,,,,,,,
27,21,21,-77.39,1,100,,,,,,,
27,2,21,-44.39,1,100,,,,,,,
27,32,21,-86.39,1,100,,,,,,,
27,15,21,-65.45,1,100,,,,,,,
27,3,21,-86.61,0.81,100,,,,,,,
28,12,21,-62.43,1,100,,,,,,,
28,37,21,-86.45,0.95,100,,,,,,,
28,42,21,-69.36,1,100,,,,,,,
28,48,21,-85.73,1,100,,,,,,,
28,0,21,-74.39,1,100,,,,,,,
28,18,21,-86.59,0.82,100,,,,,,,
28,49,21,-74.19,1,100,,,,,,,
28,33,21,-88.8,0.09,100,,,,,,,
29,8,21,-74.39,1,100,,,,,,,
29,36,21,-80.65,1,100,,,,,,,
29,25,21,-56.39,1,100,,,,,,,
30,1,21,-68.39,1,100,,,,,,,
30,5,21,-86.14,0.96,100,,,,,,,
30,26,21,-75.21,0.6,100,,,,,,,
30,22,21,-67.34,1,100,,,,,,,
30,46,21,-83.32,0.6,100,,,,,,,
30,47,21,-82.14,0.98,100,,,,,,,
30,19,21,-86.91,0.6,100,,,,,,,
30,14,21,-88.52,0.12,100,,,,,,,
31,22,21,-87.03,0.53,100,,,,,,,
31,47,21,-89.05,0.07,100,,,,,,,
31,16,21,-81.05,0.58,100,,,,,,,
31,19,21,-86.83,0.58,100,,,,,,,
31,5,21,-53.39,1,100,,,,,,,
31,46,21,-81.24,0.58,100,,,,,,,
31,26,21,-77.98,0.58,100,,,,,,,
31,44,21,-74.46,1,100,,,,,,,
31,45,21,-86.01,1,100,,,,,,,
31,40,21,-71.39,1,100,,,,,,,
31,41,21,-75.86,1,100,,,,,,,
31,34,21,-57.39,1,100,,,,,,,
32,9,21,-68.73,1,100,,,,,,,
32,23,21,-76.43,1,100,,,,,,,
32,27,21,-86.39,1,100,,,,,,,
32,3,21,-56.39,1,100,,,,,,,
32,24,21,-74.53,1,100,,,,,,,
32,4,21,-57.4,1,100,,,,,,,
33,14,21,-86.64,0.78,100,,,,,,,
33,13,21,-57.39,1,100,,,,,,,
33,6,21,-86.64,0.78,100,,,,,,,
33,49,21,-62.39,1,100,,,,,,,
33,43,21,-61.36,1,100,,,,,,,
33,12,21,-87.96,0.21,100,,,,,,,
33,37,21,-86.57,0.84,100,,,,,,,
33,21,21,-89.9,0.03,100,,,,,,,
34,31,21,-58.34,1,100,,,,,,,
34,41,21,-86.71,0.73,100,,,,,,,
34,5,21,-77.36,1,100,,,,,,,
34,44,21,-77.31,1,100,,,,,,,
34,40,21,-74.34,1,100,,,,,,,
35,42,21,-83.39,1,100,,,,,,,
35,0,21,-59.39,1,100,,,,,,,
35,28,21,-69.39,1,100,,,,,,,
35,12,21,-82.34,1,100,,,,,,,
35,18,21,-87.57,0.31,100,,,,,,,
35,48,21,-85.43,1,100,,,,,,,
36,45,21,-86.66,0.77,100,,,,,,,
36,25,21,-70.9,1,100,,,,,,,
36,10,21,-46.44,1,100,,,,,,,
36,39,21,-60.3,1,100,,,,,,,
36,29,21,-81.79,1,100,,,,,,,
37,49,21,-70.41,1,100,,,,,,,
37,0,21,-86.56,0.85,100,,,,,,,
37,28,21,-86.58,0.83,100,,,,,,,
37,42,21,-86.5,0.9,100,,,,,,,
37,33,21,-87.22,0.44,100,,,,,,,
37,12,21,-86.68,0.75,100,,,,,,,
38,8,21,-64.47,1,100,,,,,,,
38,25,21,-86.46,0.94,100,,,,,,,
39,45,21,-86.39,1,100,,,,,,,
39,36,21,-60.55,1,100,,,,,,,
39,10,21,-63.62,1,100,,,,,,,
39,25,21,-74.39,1,100,,,,,,,
40,11,21,-68.39,1,100,,,,,,,
40,41,21,-74.39,1,100,,,,,,,
40,20,21,-87.39,0.37,100,,,,,,,
40,17,21,-77.39,1,100,,,,,,,
40,5,21,-68.43,1,100,,,,,,,
40,34,21,-73.4,1,100,,,,,,,
40,19,21,-86.75,0.7,100,,,,,,,
40,46,21,-86.77,0.69,100,,,,,,,
40,16,21,-86.29,0.7,100,,,,,,,
40,44,21,-30.25,1,100,,,,,,,
40,45,21,-74.39,1,100,,,,,,,
40,31,21,-68.72,1,100,,,,,,,
41,5,21,-77.19,1,100,,,,,,,
41,11,21,-71.39,1,100,,,,,,,
41,17,21,-84.27,1,100,,,,,,,
41,44,21,-62.39,1,100,,,,,,,
41,34,21,-86.5,0.9,100,,,,,,,
41,31,21,-75.53,1,100,,,,,,,
41,40,21,-74.43,1,100,,,,,,,
41,45,21,-74.39,1,100,,,,,,,
42,12,21,-56.39,1,100,,,,,,,
42,37,21,-86.56,0.85,100,,,,,,,
42,0,21,-79.19,1,100,,,,,,,
42,48,21,-86.4,0.99,100,,,,,,,
42,28,21,-68.39,1,100,,,,,,,
43,47,21,-86.69,0.73,100,,,,,,,
43,49,21,-74.49,1,100,,,,,,,
43,33,21,-60.74,1,100,,,,,,,
43,13,21,-44.39,1,100,,,,,,,
43,14,21,-68.4,1,100,,,,,,,
43,6,21,-80.44,1,100,,,,,,,
43,21,21,-91,0.01,100,,,,,,,
44,40,21,-29.39,1,100,,,,,,,
44,45,21,-71.41,1,100,,,,,,,
44,11,21,-54.31,1,100,,,,,,,
44,41,21,-62.39,1,100,,,,,,,
44,31,21,-74.49,1,100,,,,,,,
44,34,21,-78.38,1,100,,,,,,,
44,5,21,-77.39,1,100,,,,,,,
44,17,21,-67.95,1,100,,,,,,,
44,20,21,-82.87,1,100,,,,,,,
45,36,21,-87.11,0.49,100,,,,,,,
45,39,21,-85.06,0.68,100,,,,,,,
45,31,21,-85.23,0.73,100,,,,,,,
45,40,21,-73.46,1,100,,,,,,,
45,44,21,-70.39,1,100,,,,,,,
45,11,21,-78,1,100,,,,,,,
45,5,21,-86.71,0.73,100,,,,,,,
45,41,21,-74.39,1,100,,,,,,,
46,30,21,-84.91,0.63,100,,,,,,,
46,40,21,-87.26,0.42,100,,,,,,,
46,22,21,-82.31,0.95,100,,,,,,,
46,5,21,-73.82,1,100,,,,,,,
46,26,21,-65.25,0.97,100,,,,,,,
46,47,21,-74.77,1,100,,,,,,,
46,19,21,-64.31,1,100,,,,,,,
46,6,21,-87.82,0.24,100,,,,,,,
46,16,21,-80.85,0.64,100,,,,,,,
46,31,21,-82.73,0.63,100,,,,,,,
46,1,21,-80.05,0.79,100,,,,,,,
47,21,21,-59.39,1,100,,,,,,,
47,46,21,-74.48,0.93,100,,,,,,,
47,30,21,-83.87,0.62,100,,,,,,,
47,15,21,-77.39,1,100,,,,,,,
47,2,21,-79.53,1,100,,,,,,,
47,13,21,-86.75,0.7,100,,,,,,,
47,19,21,-87.78,0.25,100,,,,,,,
47,14,21,-62.39,1,100,,,,,,,
47,43,21,-86.58,0.75,100,,,,,,,
47,22,21,-59.39,1,100,,,,,,,
47,26,21,-74.87,0.62,100,,,,,,,
47,1,21,-80.77,0.69,100,,,,,,,
47,6,21,-50.39,1,100,,,,,,,
47,27,21,-86.39,1,100,,,,,,,
47,5,21,-80.18,1,100,,,,,,,
47,31,21,-88.8,0.09,100,,,,,,,
48,20,21,-69.61,1,100,,,,,,,
48,18,21,-56.39,1,100,,,,,,,
48,42,21,-86.39,1,100,,,,,,,
48,12,21,-79.25,1,100,,,,,,,
48,0,21,-68.39,1,100,,,,,,,
48,28,21,-85.63,1,100,,,,,,,
48,17,21,-84.36,1,100,,,,,,,
49,33,21,-62.39,1,100,,,,,,,
49,12,21,-84.49,1,100,,,,,,,
49,43,21,-74.39,1,100,,,,,,,
49,37,21,-71.39,1,100,,,,,,,
49,13,21,-73.7,1,100,,,,,,,
49,28,21,-72.64,1,100,,,,,,,
0,42,22,-79.26,1,100,,,,,,,
0,18,22,-63.79,1,100,,,,,,,
0,12,22,-64.42,1,100,,,,,,,
0,28,22,-73.76,1,100,,,,,,,
0,48,22,-67.73,1,100,,,,,,,
1,46,22,-76.3,0.62,100,,,,,,,
1,22,22,-78.74,0.69,100,,,,,,,
1,26,22,-62.86,0.63,100,,,,,,,
1,30,22,-69.27,0.62,100,,,,,,,
2,15,22,-50.39,1,100,,,,,,,
2,3,22,-77.49,1,100,,,,,,,
2,27,22,-44.85,1,100,,,,,,,
2,21,22,-69.18,1,100,,,,,,,
2,47,22,-78.65,0.7,100,,,,,,,
3,24,22,-58.57,1,100,,,,,,,
3,27,22,-78.54,1,100,,,,,,,
3,2,22,-77.91,0.97,100,,,,,,,
3,9,22,-78.79,1,100,,,,,,,
3,32,22,-59,1,100,,,,,,,
4,32,22,-56.4,1,100,,,,,,,
4,9,22,-55.54,1,100,,,,,,,
4,23,22,-77.39,1,100,,,,,,,
5,41,22,-74.53,1,100,,,,,,,
5,47,22,-80.04,0.59,100,,,,,,,
5,19,22,-75.93,0.62,100,,,,,,,
5,34,22,-80.31,0.64,100,,,,,,,
5,26,22,-78.96,0.62,100,,,,,,,
5,46,22,-71.78,0.63,100,,,,,,,
5,40,22,-67.04,1,100,,,,,,,
5,16,22,-53.31,1,100,,,,,,,
5,44,22,-74.91,0.63,100,,,,,,,
5,31,22,-53.41,1,100,,,,,,,
6,21,22,-75.44,0.98,100,,,,,,,
6,13,22,-81.74,0.64,100,,,,,,,
6,22,22,-62.13,1,100,,,,,,,
6,47,22,-50.39,1,100,,,,,,,
6,14,22,-56.39,1,100,,,,,,,
6,43,22,-80.61,0.65,100,,,,,,,
7,48,22,-50.39,1,100,,,,,,,
7,0,22,-66.38,1,100,,,,,,,
7,17,22,-70.24,1,100,,,,,,,
7,18,22,-71.38,1,100,,,,,,,
7,20,22,-59.39,1,100,,,,,,,
8,29,22,-75.4,1,100,,,,,,,
8,38,22,-64.49,1,100,,,,,,,
8,25,22,-82.79,0.04,100,,,,,,,
9,3,22,-78,1,100,,,,,,,
9,32,22,-69.58,1,100,,,,,,,
9,4,22,-54.77,1,100,,,,,,,
9,23,22,-60.72,1,100,,,,,,,
10,29,22,-84.42,1,100,,,,,,,
10,39,22,-65.37,1,100,,,,,,,
10,25,22,-70.36,1,100,,,,,,,
10,36,22,-47.39,1,100,,,,,,,
11,44,22,-54.39,1,100,,,,,,,
11,20,22,-81.93,0.71,100,,,,,,,
11,45,22,-81.38,0.95,100,,,,,,,
11,41,22,-74.39,1,100,,,,,,,
11,17,22,-63.28,1,100,,,,,,,
11,40,22,-68.38,1,100,,,,,,,
12,0,22,-65.34,1,100,,,,,,,
12,49,22,-83.42,0.58,100,,,,,,,
12,28,22,-64.41,1,100,,,,,,,
12,42,22,-56.11,1,100,,,,,,,
13,6,22,-83.61,0.04,100,,,,,,,
13,49,22,-73.43,1,100,,,,,,,
13,14,22,-74.24,1,100,,,,,,,
13,43,22,-44.39,1,100,,,,,,,
13,33,22,-56.36,1,100,,,,,,,
14,22,22,-76.7,0.68,100,,,,,,,
14,47,22,-62.36,1,100,,,,,,,
14,13,22,-74.22,1,100,,,,,,,
14,43,22,-69.07,1,100,,,,,,,
14,6,22,-56.39,1,100,,,,,,,
15,24,22,-76.1,1,100,,,,,,,
15,27,22,-66.43,1,100,,,,,,,
15,2,22,-50.53,1,100,,,,,,,
15,21,22,-74.38,1,100,,,,,,,
15,47,22,-81.18,0.47,100,,,,,,,
16,40,22,-86.82,0.24,100,,,,,,,
16,31,22,-78.11,0.62,100,,,,,,,
16,19,22,-74.19,0.62,100,,,,,,,
16,5,22,-53.39,1,100,,,,,,,
17,44,22,-68.31,0.99,100,,,,,,,
17,11,22,-62.41,1,100,,,,,,,
17,41,22,-84.92,0.28,100,,,,,,,
17,40,22,-77.69,0.69,100,,,,,,,
17,20,22,-69.52,1,100,,,,,,,
18,48,22,-58.39,1,100,,,,,,,
18,0,22,-64.39,1,100,,,,,,,
19,5,22,-75.05,1,100,,,,,,,
19,46,22,-64.99,0.58,100,,,,,,,
19,16,22,-74.97,0.56,100,,,,,,,
20,44,22,-80.64,0.6,100,,,,,,,
20,17,22,-68.39,1,100,,,,,,,
20,11,22,-80.18,0.89,100,,,,,,,
20,48,22,-73.65,1,100,,,,,,,
21,22,22,-74.86,0.63,100,,,,,,,
21,15,22,-72.61,1,100,,,,,,,
21,47,22,-59.36,1,100,,,,,,,
21,6,22,-73.95,1,100,,,,,,,
21,27,22,-79.31,0.99,100,,,,,,,
21,2,22,-68.33,1,100,,,,,,,
21,14,22,-84,0.01,100,,,,,,,
22,30,22,-68.78,0.56,100,,,,,,,
22,47,22,-62.45,1,100,,,,,,,
22,6,22,-62.28,1,100,,,,,,,
22,1,22,-79.85,0.63,100,,,,,,,
22,14,22,-76.39,0.96,100,,,,,,,
22,26,22,-74.44,0.56,100,,,,,,,
22,21,22,-75.57,0.82,100,,,,,,,
23,32,22,-76.61,1,100,,,,,,,
23,9,22,-59.39,1,100,,,,,,,
23,4,22,-75.74,1,100,,,,,,,
24,27,22,-59.39,1,100,,,,,,,
24,3,22,-56.39,1,100,,,,,,,
24,15,22,-74.69,1,100,,,,,,,
24,32,22,-73.4,1,100,,,,,,,
25,29,22,-56.39,1,100,,,,,,,
25,8,22,-81.28,1,100,,,,,,,
25,36,22,-74.65,0.8,100,,,,,,,
25,39,22,-76.34,0.68,100,,,,,,,
25,10,22,-72.33,1,100,,,,,,,
26,22,22,-74.13,1,100,,,,,,,
26,30,22,-78.45,0.6,100,,,,,,,
26,46,22,-62.4,1,100,,,,,,,
26,31,22,-78.23,0.6,100,,,,,,,
26,1,22,-61.19,1,100,,,,,,,
26,47,22,-71.92,0.61,100,,,,,,,
26,5,22,-77.82,0.99,100,,,,,,,
27,24,22,-59.41,1,100,,,,,,,
27,21,22,-79.66,0.47,100,,,,,,,
27,15,22,-65.13,1,100,,,,,,,
27,3,22,-77.29,1,100,,,,,,,
27,2,22,-44.39,1,100,,,,,,,
27,32,22,-87.69,0.02,100,,,,,,,
28,12,22,-65.39,1,100,,,,,,,
28,49,22,-72.95,1,100,,,,,,,
28,42,22,-71.39,1,100,,,,,,,
28,0,22,-74.39,1,100,,,,,,,
29,10,22,-84.93,0.65,100,,,,,,,
29,8,22,-74.45,1,100,,,,,,,
29,25,22,-53.43,1,100,,,,,,,
29,36,22,-80.52,0.65,100,,,,,,,
30,1,22,-68.3,0.92,100,,,,,,,
30,22,22,-65.92,0.95,100,,,,,,,
30,26,22,-77.82,0.57,100,,,,,,,
30,5,22,-86.74,0.21,100,,,,,,,
31,16,22,-78.37,0.6,100,,,,,,,
31,34,22,-56.47,1,100,,,,,,,
31,41,22,-76.44,1,100,,,,,,,
31,44,22,-74.56,0.85,100,,,,,,,
31,5,22,-53.39,1,100,,,,,,,
31,45,22,-85.97,0.63,100,,,,,,,
31,26,22,-78.65,0.6,100,,,,,,,
31,40,22,-70.14,1,100,,,,,,,
32,3,22,-57.57,1,100,,,,,,,
32,24,22,-72.5,1,100,,,,,,,
32,9,22,-69.24,1,100,,,,,,,
32,4,22,-56.39,1,100,,,,,,,
32,23,22,-76.95,1,100,,,,,,,
33,49,22,-62.54,1,100,,,,,,,
33,13,22,-56.39,1,100,,,,,,,
33,43,22,-62.39,1,100,,,,,,,
34,5,22,-79.57,0.7,100,,,,,,,
34,40,22,-72.71,1,100,,,,,,,
34,44,22,-78.27,0.62,100,,,,,,,
34,41,22,-85.27,0.28,100,,,,,,,
34,31,22,-57.4,1,100,,,,,,,
35,0,22,-59.82,1,100,,,,,,,
35,42,22,-81.97,0.99,100,,,,,,,
35,28,22,-68.41,1,100,,,,,,,
35,12,22,-76.69,0.99,100,,,,,,,
36,25,22,-73.91,1,100,,,,,,,
36,39,22,-62.36,1,100,,,,,,,
36,29,22,-81.25,1,100,,,,,,,
36,10,22,-47.39,1,100,,,,,,,
37,49,22,-69.17,1,100,,,,,,,
38,8,22,-63.95,1,100,,,,,,,
39,36,22,-62.36,1,100,,,,,,,
39,10,22,-65.41,1,100,,,,,,,
39,25,22,-75.42,1,100,,,,,,,
39,45,22,-90.31,0.02,100,,,,,,,
40,34,22,-72.11,1,100,,,,,,,
40,31,22,-68.94,0.59,100,,,,,,,
40,17,22,-77.39,1,100,,,,,,,
40,41,22,-74.41,1,100,,,,,,,
40,11,22,-67.39,1,100,,,,,,,
40,44,22,-30.97,1,100,,,,,,,
40,45,22,-74.52,1,100,,,,,,,
40,5,22,-67.31,1,100,,,,,,,
41,31,22,-76.75,0.64,100,,,,,,,
41,44,22,-62.24,1,100,,,,,,,
41,11,22,-72.41,1,100,,,,,,,
41,17,22,-84.34,0.82,100,,,,,,,
41,34,22,-84.87,0.64,100,,,,,,,
41,45,22,-74.36,1,100,,,,,,,
41,40,22,-74.38,1,100,,,,,,,
41,5,22,-74.41,1,100,,,,,,,
42,12,22,-56.03,1,100,,,,,,,
42,28,22,-69.39,1,100,,,,,,,
42,0,22,-79.65,1,100,,,,,,,
43,6,22,-80.57,0.34,100,,,,,,,
43,49,22,-74.36,1,100,,,,,,,
43,33,22,-62.13,1,100,,,,,,,
43,14,22,-69.34,1,100,,,,,,,
43,13,22,-45.38,1,100,,,,,,,
44,41,22,-62.39,1,100,,,,,,,
44,20,22,-81.84,1,100,,,,,,,
44,34,22,-79.68,0.6,100,,,,,,,
44,5,22,-74.69,1,100,,,,,,,
44,31,22,-74.21,0.6,100,,,,,,,
44,11,22,-53.39,1,100,,,,,,,
44,40,22,-29.51,1,100,,,,,,,
44,45,22,-73.72,1,100,,,,,,,
44,17,22,-68.39,1,100,,,,,,,
45,44,22,-71.43,1,100,,,,,,,
45,41,22,-74.19,1,100,,,,,,,
45,40,22,-74.24,1,100,,,,,,,
45,39,22,-85.84,0.64,100,,,,,,,
45,11,22,-79.52,0.87,100,,,,,,,
46,31,22,-81.95,0.58,100,,,,,,,
46,30,22,-83.8,0.58,100,,,,,,,
46,1,22,-78.06,0.61,100,,,,,,,
46,5,22,-73.44,1,100,,,,,,,
46,19,22,-65.68,0.67,100,,,,,,,
46,16,22,-80.66,0.6,100,,,,,,,
46,22,22,-82.32,0.61,100,,,,,,,
46,26,22,-63.65,0.61,100,,,,,,,
46,47,22,-75.98,0.61,100,,,,,,,
47,21,22,-59.39,1,100,,,,,,,
47,14,22,-62.39,1,100,,,,,,,
47,6,22,-49.49,1,100,,,,,,,
47,2,22,-78.34,0.95,100,,,,,,,
47,5,22,-79.75,0.75,100,,,,,,,
47,22,22,-62.42,1,100,,,,,,,
47,26,22,-72.8,0.59,100,,,,,,,
47,46,22,-75.2,0.6,100,,,,,,,
48,18,22,-56.43,1,100,,,,,,,
48,28,22,-84.78,0.54,100,,,,,,,
48,17,22,-81.39,0.99,100,,,,,,,
48,20,22,-74.27,1,100,,,,,,,
48,0,22,-68.39,1,100,,,,,,,
48,12,22,-78.08,0.99,100,,,,,,,
49,12,22,-82.91,0.46,100,,,,,,,
49,43,22,-74.15,1,100,,,,,,,
49,33,22,-62.48,1,100,,,,,,,
49,37,22,-69.45,1,100,,,,,,,
49,28,22,-72.12,1,100,,,,,,,
49,13,22,-73.33,1,100,,,,,,,
0,20,23,-86.81,0.66,100,,,,,,,
0,18,23,-64.89,1,100,,,,,,,
0,42,23,-80.21,1,100,,,,,,,
0,28,23,-74.5,1,100,,,,,,,
0,48,23,-64.5,1,100,,,,,,,
0,12,23,-65.39,1,100,,,,,,,
1,46,23,-76.28,0.62,100,,,,,,,
1,26,23,-62.87,0.62,100,,,,,,,
1,47,23,-83.85,0.62,100,,,,,,,
1,30,23,-68.24,1,100,,,,,,,
1,19,23,-86.97,0.56,100,,,,,,,
1,21,23,-87.78,0.25,100,,,,,,,
1,22,23,-79.85,0.62,100,,,,,,,
2,47,23,-78.24,0.69,100,,,,,,,
2,15,23,-50.44,1,100,,,,,,,
2,21,23,-72.19,1,100,,,,,,,
2,3,23,-80.39,1,100,,,,,,,
2,24,23,-81.35,1,100,,,,,,,
2,27,23,-44.41,1,100,,,,,,,
3,4,23,-85.53,1,100,,,,,,,
3,2,23,-81.1,1,100,,,,,,,
3,9,23,-79.98,1,100,,,,,,,
3,24,23,-56.39,1,100,,,,,,,
3,32,23,-60.7,1,100,,,,,,,
3,27,23,-74.39,1,100,,,,,,,
3,23,23,-86.42,0.98,100,,,,,,,
3,15,23,-88,0.2,100,,,,,,,
4,3,23,-85.39,1,100,,,,,,,
4,32,23,-56.39,1,100,,,,,,,
4,9,23,-59.39,1,100,,,,,,,
4,24,23,-85.31,1,100,,,,,,,
4,23,23,-79.4,1,100,,,,,,,
5,1,23,-89.61,0.04,100,,,,,,,
5,30,23,-86.96,0.57,100,,,,,,,
5,11,23,-87.67,0.28,100,,,,,,,
5,44,23,-74.39,0.99,100,,,,,,,
5,40,23,-65.43,1,100,,,,,,,
5,45,23,-87.29,0.41,100,,,,,,,
5,46,23,-72.93,0.57,100,,,,,,,
5,47,23,-80.9,0.57,100,,,,,,,
5,16,23,-53.39,1,100,,,,,,,
5,31,23,-53.39,1,100,,,,,,,
5,41,23,-74.39,1,100,,,,,,,
5,19,23,-78.37,0.57,100,,,,,,,
5,26,23,-78.9,0.57,100,,,,,,,
5,34,23,-83.84,0.57,100,,,,,,,
5,22,23,-88.06,0.19,100,,,,,,,
5,21,23,-87.57,0.31,100,,,,,,,
5,6,23,-87.5,0.33,100,,,,,,,
6,14,23,-56.49,1,100,,,,,,,
6,43,23,-81.87,0.63,100,,,,,,,
6,22,23,-61.23,1,100,,,,,,,
6,21,23,-75.24,0.99,100,,,,,,,
6,47,23,-50.39,1,100,,,,,,,
6,33,23,-87.57,0.31,100,,,,,,,
6,13,23,-81.62,0.63,100,,,,,,,
6,46,23,-87.19,0.45,100,,,,,,,
6,26,23,-86.11,0.57,100,,,,,,,
6,5,23,-87.03,0.53,100,,,,,,,
7,18,23,-74.39,1,100,,,,,,,
7,48,23,-50.39,1,100,,,,,,,
7,0,23,-66.39,1,100,,,,,,,
7,17,23,-69.75,0.99,100,,,,,,,
7,20,23,-60.53,0.99,100,,,,,,,
7,11,23,-86.24,0.56,100,,,,,,,
7,12,23,-87.31,0.4,100,,,,,,,
7,40,23,-87.5,0.33,100,,,,,,,
7,44,23,-87.29,0.41,100,,,,,,,
8,38,23,-65.39,1,100,,,,,,,
8,29,23,-77.39,1,100,,,,,,,
8,25,23,-83.26,1,100,,,,,,,
9,24,23,-86.39,1,100,,,,,,,
9,3,23,-78.4,1,100,,,,,,,
9,32,23,-68.97,1,100,,,,,,,
9,23,23,-59.55,1,100,,,,,,,
9,4,23,-59.39,1,100,,,,,,,
10,36,23,-47.39,1,100,,,,,,,
10,29,23,-81.42,1,100,,,,,,,
10,39,23,-67.12,1,100,,,,,,,
10,25,23,-71.39,1,100,,,,,,,
11,48,23,-87.17,0.46,100,,,,,,,
11,17,23,-64.38,1,100,,,,,,,
11,40,23,-68.36,1,100,,,,,,,
11,44,23,-53.39,1,100,,,,,,,
11,45,23,-83.52,0.83,100,,,,,,,
11,41,23,-74.4,1,100,,,,,,,
11,5,23,-86.84,0.64,100,,,,,,,
11,31,23,-86.97,0.56,100,,,,,,,
11,20,23,-86.8,0.67,100,,,,,,,
12,28,23,-66.34,1,100,,,,,,,
12,0,23,-65.39,1,100,,,,,,,
12,49,23,-84.66,0.92,100,,,,,,,
12,37,23,-86.49,0.91,100,,,,,,,
12,48,23,-77.39,1,100,,,,,,,
12,42,23,-56.39,1,100,,,,,,,
13,21,23,-87.39,0.37,100,,,,,,,
13,37,23,-87.53,0.32,100,,,,,,,
13,43,23,-46.34,1,100,,,,,,,
13,33,23,-55.39,1,100,,,,,,,
13,6,23,-81.43,0.72,100,,,,,,,
13,49,23,-74.38,1,100,,,,,,,
13,14,23,-74.39,1,100,,,,,,,
13,47,23,-89.9,0.03,100,,,,,,,
14,30,23,-86.86,0.63,100,,,,,,,
14,13,23,-74.34,1,100,,,,,,,
14,47,23,-62.39,1,100,,,,,,,
14,6,23,-56.44,1,100,,,,,,,
14,43,23,-69.69,1,100,,,,,,,
14,22,23,-77.88,0.65,100,,,,,,,
14,21,23,-79.99,1,100,,,,,,,
15,24,23,-76.88,1,100,,,,,,,
15,47,23,-83.74,0.69,100,,,,,,,
15,2,23,-53.39,1,100,,,,,,,
15,22,23,-86.77,0.69,100,,,,,,,
15,27,23,-65.47,1,100,,,,,,,
15,3,23,-87.53,0.32,100,,,,,,,
15,21,23,-81.27,1,100,,,,,,,
16,5,23,-53.45,1,100,,,,,,,
16,31,23,-75.01,0.58,100,,,,,,,
16,19,23,-74.94,0.58,100,,,,,,,
16,46,23,-79.82,0.58,100,,,,,,,
16,44,23,-88.6,0.11,100,,,,,,,
16,40,23,-87.57,0.31,100,,,,,,,
17,20,23,-79.32,1,100,,,,,,,
17,41,23,-86.58,0.56,100,,,,,,,
17,48,23,-81.39,1,100,,,,,,,
17,44,23,-70.43,1,100,,,,,,,
17,11,23,-63.42,1,100,,,,,,,
17,40,23,-78.27,0.99,100,,,,,,,
18,0,23,-65.31,1,100,,,,,,,
18,20,23,-86.84,0.64,100,,,,,,,
18,48,23,-59.39,1,100,,,,,,,
18,28,23,-89.9,0.03,100,,,,,,,
19,16,23,-74.96,0.57,100,,,,,,,
19,31,23,-86.96,0.57,100,,,,,,,
19,46,23,-65.61,0.72,100,,,,,,,
19,44,23,-87.29,0.39,100,,,,,,,
19,1,23,-86.96,0.57,100,,,,,,,
19,5,23,-77.65,0.76,100,,,,,,,
19,30,23,-86.96,0.57,100,,,,,,,
19,26,23,-80.96,0.57,100,,,,,,,
19,22,23,-86.97,0.56,100,,,,,,,
19,40,23,-87.74,0.26,100,,,,,,,
19,47,23,-88.23,0.16,100,,,,,,,
20,18,23,-86.39,1,100,,,,,,,
20,11,23,-86.94,0.44,100,,,,,,,
20,0,23,-86.34,0.97,100,,,,,,,
20,44,23,-82.41,0.54,100,,,,,,,
20,17,23,-77.89,1,100,,,,,,,
20,48,23,-76.3,1,100,,,,,,,
21,15,23,-79.21,1,100,,,,,,,
21,2,23,-71.39,1,100,,,,,,,
